id,age,race,married,never_married,grade,collgrad,south,smsa,city,industry,occupation,union,wage,hours,exp,tenure
289,44,white,married,0,12,not college grad,0,nonSMSA,0,Construction,Sales,,3,46,19,1
291,42,white,single,0,12,not college grad,0,SMSA,1,Professional Services,Laborers,,3,40,8,5
294,34,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,6,30,16,2
296,44,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,9,32,15,11
298,37,white,married,0,16,college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,23,40,12,2
299,41,black,single,0,16,college grad,0,SMSA,1,Finance/Ins/Real Estate,Professional/technical,nonunion,12,38,12,7
301,38,white,single,1,18,college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,13,40,15,7
305,40,white,married,0,16,college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,16,40,16,16
306,37,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,7,40,17,13
307,35,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,4,22,14,2
308,37,white,married,0,18,college grad,0,SMSA,0,Professional Services,Professional/technical,,11,50,14,1
312,36,white,married,0,15,college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,10,16,10,1
315,38,white,single,0,16,college grad,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,30,50,15,2
319,45,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,union,4,18,8,3
322,41,white,single,0,14,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Operatives,,7,16,12,1
324,44,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,,6,25,7,1
325,34,white,single,1,12,not college grad,1,SMSA,0,Transport/Comm/Utility,Laborers,union,5,60,16,3
327,38,white,single,0,9,not college grad,0,SMSA,1,Business/Repair Svc,Laborers,nonunion,4,30,4,
329,42,black,single,1,14,not college grad,0,SMSA,1,Professional Services,Professional/technical,union,12,40,19,3
330,43,black,single,0,16,college grad,1,nonSMSA,0,Professional Services,Sales,union,5,40,16,1
331,37,black,single,0,15,not college grad,0,SMSA,1,Manufacturing,Operatives,union,8,40,13,12
332,36,black,single,1,9,not college grad,0,SMSA,1,Manufacturing,Operatives,nonunion,7,40,11,5
333,35,black,married,0,16,college grad,0,SMSA,1,Professional Services,Professional/technical,union,9,40,14,12
338,41,white,married,0,14,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,7,18,9,1
341,41,black,married,0,14,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,12,40,18,6
345,45,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,9,32,10,5
347,36,white,married,0,14,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,11,40,17,17
350,39,black,married,0,14,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,10,40,17,2
352,35,white,married,0,13,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,4,20,14,14
354,36,white,single,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,4,35,7,3
356,43,white,married,0,16,college grad,0,SMSA,0,Business/Repair Svc,Managers/admin,nonunion,7,40,10,10
358,45,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,8,40,24,17
359,44,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,11,40,15,6
360,37,white,married,0,12,not college grad,0,SMSA,1,Manufacturing,Sales,,39,40,15,11
363,41,white,single,0,12,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,10,36,12,9
367,37,white,married,0,13,not college grad,0,nonSMSA,0,Professional Services,Sales,union,10,35,8,8
376,41,white,single,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,12,42,18,18
377,38,white,married,0,16,college grad,1,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,24,65,14,4
379,43,white,single,1,13,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,8,40,22,20
382,42,white,single,0,12,not college grad,0,SMSA,0,Public Administration,Managers/admin,union,8,35,21,2
384,41,white,married,0,13,not college grad,0,SMSA,0,Professional Services,Other,nonunion,5,25,7,
389,40,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,5,15,2,0
392,43,white,married,0,8,not college grad,0,SMSA,0,Manufacturing,Operatives,union,8,40,9,3
395,36,white,single,1,16,college grad,0,nonSMSA,0,Manufacturing,Clerical/unskilled,nonunion,7,40,16,14
396,37,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,3,32,14,2
397,37,white,married,0,13,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,5,20,13,1
398,35,white,married,0,16,college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,8,40,11,6
399,37,white,married,0,16,college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,17,40,17,0
402,36,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Operatives,union,6,40,14,9
403,40,white,single,1,12,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,6,40,11,11
406,36,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,6,40,13,1
407,37,white,married,0,18,college grad,0,nonSMSA,0,Professional Services,Professional/technical,,1,15,9,5
409,36,white,married,0,14,not college grad,0,SMSA,1,Professional Services,Sales,,6,26,12,2
410,43,white,single,0,14,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,10,42,12,3
414,36,white,married,0,16,college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6,39,15,6
415,35,white,single,1,15,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,6,50,9,3
417,34,white,married,0,12,not college grad,0,SMSA,0,Personal Services,Laborers,nonunion,3,20,8,0
419,36,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,6,40,9,2
422,36,white,single,1,11,not college grad,0,SMSA,0,Personal Services,Transport,nonunion,2,35,13,7
423,42,white,single,0,12,not college grad,1,nonSMSA,0,Personal Services,Managers/admin,nonunion,3,30,12,5
425,34,white,single,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,,4,40,9,1
426,40,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3,30,1,0
429,43,white,married,0,13,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,8,40,6,3
431,36,white,single,1,16,college grad,0,nonSMSA,0,Public Administration,Professional/technical,union,11,38,16,8
432,37,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,7,55,9,7
433,43,white,married,0,13,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,7,40,13,2
434,34,white,single,1,12,not college grad,0,SMSA,0,Personal Services,Laborers,,3,30,7,1
436,37,white,married,0,12,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,8,40,18,18
440,37,white,married,0,11,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,8,38,13,3
441,42,white,married,0,9,not college grad,0,SMSA,0,Personal Services,Laborers,nonunion,7,16,2,0
443,37,white,married,0,13,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,6,20,11,2
447,39,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,11,37,14,4
448,38,white,single,0,16,college grad,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,12,45,9,4
449,45,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,9,42,9,7
450,39,white,married,0,14,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,11,20,18,11
451,40,white,single,0,10,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,5,43,6,6
455,39,white,married,0,13,not college grad,0,SMSA,1,Personal Services,Laborers,nonunion,9,7,11,2
456,36,white,married,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Operatives,,4,30,7,0
457,38,white,married,0,14,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Professional/technical,,36,45,10,2
459,38,white,single,1,8,not college grad,0,SMSA,0,Professional Services,Laborers,,6,30,19,10
460,42,white,married,0,13,not college grad,0,nonSMSA,0,Ag/Forestry/Fisheries,Sales,,3,3,7,2
467,41,white,single,0,14,not college grad,0,nonSMSA,0,Public Administration,Sales,union,7,40,17,8
469,35,white,single,0,11,not college grad,0,nonSMSA,0,Public Administration,Sales,nonunion,7,48,15,10
474,35,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3,20,7,2
477,42,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,3,30,10,2
478,38,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,7,32,6,2
481,37,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Sales,union,8,38,15,7
483,42,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5,40,6,3
485,35,white,married,0,17,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,4,40,12,0
486,38,black,single,0,18,college grad,0,SMSA,0,Professional Services,Other,,11,40,16,7
487,36,black,single,0,12,not college grad,0,nonSMSA,0,Personal Services,Laborers,,7,22,13,2
488,43,white,married,0,16,college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,12,25,8,1
492,39,white,married,0,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Clerical/unskilled,nonunion,7,50,14,4
495,38,white,married,0,16,college grad,0,SMSA,0,Professional Services,Other,union,9,45,14,14
496,40,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,13,40,18,12
499,38,white,single,0,10,not college grad,0,SMSA,1,Construction,Operatives,,4,40,5,0
504,43,white,married,0,16,college grad,0,SMSA,0,Professional Services,Other,union,10,60,15,14
505,36,white,married,0,14,not college grad,0,nonSMSA,0,Professional Services,Sales,union,6,18,19,19
507,39,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Sales,,39,40,8,6
510,35,white,married,0,12,not college grad,0,nonSMSA,0,Public Administration,Sales,union,8,40,9,8
516,35,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,union,4,40,13,7
518,43,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,7,40,17,17
519,36,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Sales,union,6,40,12,6
521,39,white,single,0,7,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,6,40,6,1
522,41,white,married,0,14,not college grad,0,SMSA,1,Professional Services,Managers/admin,nonunion,5,40,10,7
524,38,white,married,0,12,not college grad,0,SMSA,1,Professional Services,Sales,union,5,20,22,1
526,38,white,married,0,12,not college grad,0,SMSA,1,Public Administration,Sales,,7,35,10,3
531,40,white,single,0,16,college grad,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,2,50,12,1
533,35,white,married,0,16,college grad,0,SMSA,0,Professional Services,Sales,union,6,40,11,4
538,45,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,4,12,10,1
540,42,white,married,0,9,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,union,3,35,8,4
541,38,white,single,0,13,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,23,55,17,13
543,41,white,single,0,6,not college grad,0,SMSA,0,Personal Services,Sales,union,4,40,3,1
548,38,white,married,0,12,not college grad,0,SMSA,1,Professional Services,Sales,,5,35,9,2
549,43,white,single,0,12,not college grad,0,SMSA,0,Construction,Sales,nonunion,6,30,17,0
551,36,white,married,0,16,college grad,1,SMSA,0,Professional Services,Professional/technical,,10,24,14,3
555,36,white,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Managers/admin,nonunion,13,40,16,1
558,42,black,single,0,12,not college grad,0,SMSA,1,Professional Services,Professional/technical,,4,40,6,1
562,44,black,married,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,8,37,8,1
570,36,black,single,1,16,college grad,0,SMSA,1,Manufacturing,Professional/technical,union,21,35,11,10
572,35,white,single,0,14,not college grad,0,SMSA,1,Professional Services,Professional/technical,union,8,38,8,6
576,36,white,single,1,11,not college grad,0,SMSA,1,Personal Services,Laborers,nonunion,3,24,6,3
584,42,white,single,0,12,not college grad,0,SMSA,1,Public Administration,Sales,union,11,35,14,4
585,43,white,single,0,12,not college grad,0,SMSA,0,Professional Services,Sales,union,10,40,17,1
588,45,white,married,0,16,college grad,0,SMSA,0,Professional Services,Other,union,9,40,4,2
595,40,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,4,35,12,2
604,43,white,married,0,12,not college grad,0,nonSMSA,0,Business/Repair Svc,Sales,nonunion,4,40,3,1
606,42,white,married,0,16,college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,,2,35,17,1
608,45,white,married,0,16,college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,9,37,9,2
609,38,white,single,0,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,10,40,10,8
614,42,white,single,1,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,12,35,20,20
617,42,white,married,0,17,college grad,0,SMSA,0,Professional Services,Other,union,20,35,15,15
618,40,white,married,0,16,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,8,40,5,2
624,45,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,10,40,10,5
635,40,white,single,0,12,not college grad,0,SMSA,1,Professional Services,Laborers,union,8,35,10,2
636,42,black,single,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,,3,40,3,0
641,42,white,single,0,18,college grad,0,SMSA,1,Professional Services,Other,union,18,32,12,11
643,40,white,single,0,15,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,13,50,14,2
644,34,white,married,0,17,college grad,0,SMSA,0,Professional Services,Professional/technical,,10,35,13,1
646,42,white,married,0,16,college grad,0,SMSA,0,Business/Repair Svc,Sales,nonunion,15,20,19,16
654,44,white,married,0,14,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,,8,40,11,2
655,45,white,single,0,13,not college grad,0,nonSMSA,0,Professional Services,Sales,,14,37,11,1
656,42,white,married,0,10,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,6,28,7,2
659,38,white,married,0,17,college grad,0,SMSA,0,Professional Services,Professional/technical,union,10,35,11,4
661,44,white,single,0,18,college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,10,35,3,1
664,42,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,4,27,6,2
665,40,white,single,0,8,not college grad,1,SMSA,0,Entertainment/Rec Svc,Professional/technical,nonunion,10,20,15,9
670,44,white,single,1,16,college grad,0,SMSA,0,Transport/Comm/Utility,Clerical/unskilled,nonunion,10,40,20,20
